MSW05_Order	MSW05_Family	MSW05_Genus	MSW05_Species	MSW05_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterbirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MidRangeLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MidRangeLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Rodentia	Ctenomyidae	Ctenomys	scagliai	Ctenomys scagliai	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Ctenomyidae	Ctenomys	sericeus	Ctenomys sericeus	-999	400	-999	-999	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	-999	-999	-999	2151;2655	-999	-999	-999	-999	237955.24	-40.23	-48.99	-44.61	-64.84	-71.81	-68.33	0	1.51	0	0.07	11.71	95.26	239.79	561.42
Rodentia	Ctenomyidae	Ctenomys	sociabilis	Ctenomys sociabilis	-999	400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,655	-999	-999	-999	-999	1976.67	-40.35	-41.3	-40.82	-70.78	-71.11	-70.95	0	3.49	0	0.08	60.81	62.04	639.56	867.27
Rodentia	Ctenomyidae	Ctenomys	steinbachi	Ctenomys steinbachi	-999	384.99	-999	196.6	-999	-999	-999	-999	3	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	-999	-999	-999	890;1779;2151;2655	-999	-999	-999	-999	19311.11	-16.22	-18.34	-17.28	-62.48	-64.14	-63.31	1	26.09	1	0.04	87.36	222.89	1268.7	1457.21
Rodentia	Ctenomyidae	Ctenomys	sylvanus	Ctenomys sylvanus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	33278.04	-21.04	-23.69	-22.36	-63.07	-65.27	-64.17	3	8.31	3	0.13	71.94	153.37	856.38	1512.92
Rodentia	Ctenomyidae	Ctenomys	talarum	Ctenomys talarum	1	140.84	-999	-999	2.5	-999	-999	-999	4	-999	102.67	1	0.000020373	0.0000187442	-999	4.34	1.5	36	8	-999	5187.48	-999	213.2	1	-999	1	1	34.8	-999	-999	230;245;512;543;740;890;1297;1627;1849;1865;1866;1867;2151;2414;2655;2917	-999	-999	-999	-999	216393.6	-34.86	-39.01	-36.93	-56.66	-64.15	-60.4	1	70.89	3	0.06	67.75	145.36	747.96	921.91
Rodentia	Ctenomyidae	Ctenomys	torquatus	Ctenomys torquatus	3	209.49	-999	187	-999	-999	-999	-999	3	-999	107	2	-999	-999	-999	2.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	-999	-999	-999	890;1297;1779;2151;2655	-999	-999	-999	-999	459331.26	-27.18	-34.97	-31.08	-51.11	-59.82	-55.46	3	25.93	4	0.05	113.3	179.49	1042.72	1150.04
Rodentia	Ctenomyidae	Ctenomys	tuconax	Ctenomys tuconax	-999	248.99	-999	-999	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	-999	-999	-999	2151;2655	-999	-999	-999	-999	2421.97	-26.78	-27.54	-27.16	-65.4	-65.83	-65.61	17	77.16	17	0.07	71.26	134.09	770.19	1270.86
Rodentia	Ctenomyidae	Ctenomys	tucumanus	Ctenomys tucumanus	-999	217	-999	-999	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	-999	-999	-999	2151;2655	-999	-999	-999	-999	5165.21	-26.35	-27.57	-26.96	-65.04	-65.68	-65.36	5	57.09	5	0.1	68.36	146.32	762.27	1245
Rodentia	Ctenomyidae	Ctenomys	tulduco	Ctenomys tulduco	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	-999	-999	-999	2,151	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Ctenomyidae	Ctenomys	validus	Ctenomys validus	-999	232.6	-999	-999	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	-999	-999	-999	2151;2655	-999	-999	-999	-999	3491.05	-33.03	-33.72	-33.37	-68.21	-68.86	-68.53	2	19.04	2	0.04	26.99	154.02	345.99	962
Rodentia	Ctenomyidae	Ctenomys	viperinus	Ctenomys viperinus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Ctenomyidae	Ctenomys	yolandae	Ctenomys yolandae	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	-999	-999	-999	2,151	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cuniculidae	Cuniculus	paca	Cuniculus paca	1	8172.55	-999	647.06	0	-999	2746.8	9156	5	-999	116.24	2	-999	-999	191	1.01	1.75	192	674.77	-999	48.71	-999	335.48	1	8	1	1	82.75	-999	-999	543;730;905;1297;1627;1822;2151;2252;2431;2655	-999	-999	-999	-999	12381979.8	22.4	-30.12	-3.86	-36.57	-99.6	-68.08	0	23.54	0	0.12	154.72	239.8	1319.82	1532.39
Rodentia	Cuniculidae	Cuniculus	taczanowskii	Cuniculus taczanowskii	1	8999.95	-999	-999	-999	-999	-999	-999	4	-999	-999	2	-999	-999	-999	1	2	-999	-999	-999	-999	-999	-999	-999	8	1	1	-999	-999	-999	511;2151;2655	-999	-999	-999	-999	392199.69	9.8	-14.53	-2.36	-68.94	-80.13	-74.54	1	48.14	2	0.1	157.32	191.81	1318.39	1498.95
Carnivora	Canidae	Cuon	alpinus	Cuon alpinus	2	15800	-999	987.74	14.01	-999	-999	-999	1	210	61.5	1	33.64	39.99	365	4.3	-999	192	275	-999	0.55	-999	374.18	-999	14	1	3	57.33	-999	-999	542;543;679;730;1113;1297;1573;2655	-999	1.1	-999	-999	10546280.1	55.54	-8.78	23.37	141.54	71.5	106.52	0	145	1	0.06	95.28	96.48	758.61	997.65
Rodentia	Abrocomidae	Cuscomys	ashaninka	Cuscomys ashaninka	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Abrocomidae	Cuscomys	oblativa	Cuscomys oblativa	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Pilosa	Cyclopedidae	Cyclopes	didactylus	Cyclopes didactylus	1	263.95	-999	177.18	-999	-999	114.48	240	1	-999	160	1	0.03	0.04	-999	1	-999	27.6	-999	-999	32.4	-999	-999	1	-999	2	3	-999	-999	-999	298;543;730;889;890;905;966;1008;1297;1822;1848;1947;2051;2151;2431;2655	-999	-999	-999	-999	7292625.62	19.6	-13.94	2.82	-35.88	-96.68	-66.28	0	21.08	0	0.12	169.65	249	1390.76	1613.58
Carnivora	Herpestidae	Cynictis	penicillata	Cynictis penicillata	3	694.41	-999	291.87	-999	-999	-999	-999	1	365	56.83	1	1.89	2	365	2.15	-999	182.4	-999	-999	-999	-999	350.57	-999	6	1	3	41.76	-999	-999	543;1113;1297;1573;2655	-999	1.1	-999	-999	2233627.48	-16.73	-34.68	-25.71	31.47	12.62	22.04	0	15.27	0	0.09	33.29	184.21	473.21	1285.77
Dermoptera	Cynocephalidae	Cynocephalus	volans	Cynocephalus volans	2	1250	-999	379.43	-999	-999	-999	-999	4	-999	62.57	1	0.07	0.07	-999	1	-999	-999	35.79	254	-999	-999	-999	-999	4	2	1	198.5	-999	-999	1008;1297;1786;1848;2152;2655;2999;3058	-999	-999	-999	-999	120788.3	12.58	5.55	9.07	126.6	121.75	124.17	33	172.57	55	0.11	183.1	241.07	1565.18	1739.39
Carnivora	Viverridae	Cynogale	bennettii	Cynogale bennettii	2	4246.57	-999	624.54	-999	-999	-999	-999	6	-999	-999	2	-999	-999	-999	2.3	-999	60	-999	-999	-999	-999	-999	-999	-999	1	2	-999	-999	-999	543;679;1113;1297;2655	-999	-999	-999	-999	170977.09	6.39	-4.29	1.05	117.99	98.18	108.08	3	60.48	5	0.15	235.45	254.4	1689.78	1770.48
Chiroptera	Molossidae	Cynomops	abrasus	Cynomops abrasus	-999	35.39	43.5	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	196;1297;1658;2143;2151;2622;2655	-999	-999	-999	-999	10368632.82	9.58	-29.9	-10.15	-34.79	-79.05	-56.92	0	10.2	0	0.12	151.62	243.36	1293.46	1511.7
Chiroptera	Molossidae	Cynomops	greenhalli	Cynomops greenhalli	-999	15.87	35.49	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	0.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	196;1297;1658;2151;2622;2655	-999	-999	-999	-999	1848057.21	12.46	-10.41	1.02	-34.79	-80.1	-57.45	0	52.15	0	0.1	148.42	248.11	1313.54	1666.55
Chiroptera	Molossidae	Cynomops	mexicanus	Cynomops mexicanus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	552617.08	20.04	7.2	13.62	-79.99	-105.41	-92.7	2	60.5	4	0.12	159.18	223.7	1165.43	1665.21
Chiroptera	Molossidae	Cynomops	paranus	Cynomops paranus	-999	12.16	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,622	-999	-999	-999	-999	11408256.94	12.46	-29.32	-8.43	-34.79	-80.93	-57.86	0	15.9	0	0.11	149.25	243.33	1296.32	1538.29
Chiroptera	Molossidae	Cynomops	planirostris	Cynomops planirostris	-999	12.84	31.5	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	196;1297;1658;2151;2622;2655;2719	-999	-999	-999	-999	11408256.94	12.46	-29.32	-8.43	-34.79	-80.93	-57.86	0	15.9	0	0.11	149.25	243.33	1296.32	1538.29
Rodentia	Sciuridae	Cynomys	gunnisoni	Cynomys gunnisoni	3	797.93	-999	279.12	-999	-999	-999	-999	5	-999	29.64	2	0.007188295	-999	-999	4.48	1	-999	-999	-999	669.1	75	395.29	5.65	10	1	2	36.65	-999	-999	963;1297;1371;1372;1373;1374;1810;1977;2296;2655;2974	-999	-999	-999	-999	309978.76	39.75	32.97	36.36	-104.65	-113.2	-108.93	0	10.66	0	0.12	25.94	94.34	418.21	1074.38
Rodentia	Sciuridae	Cynomys	leucurus	Cynomys leucurus	3	963.76	-999	307.49	-999	-999	-999	-999	1	-999	30.39	2	0.05	0.05	-999	5.4	1	-999	-999	-999	546.43	-999	413.84	-999	-999	1	1	31.76	-999	-999	166;639;1297;1849;1977;1986;2249;2655;2849;2974	-999	-999	-999	-999	269822.59	45.32	37.86	41.59	-104.96	-112.1	-108.53	0	3.48	0	0.09	25.55	38.37	378.76	811.5
Rodentia	Sciuridae	Cynomys	ludovicianus	Cynomys ludovicianus	3	797.05	-999	294.04	32	-999	422.67	1112.3	4	524.89	33.46	2	0.001787394	0.002137265	-999	4.43	1	102	15.24	-999	1830	5	696.9	6.13	8	1	1	45.57	123.59	-999	32;100;511;543;730;993;994;1054;1297;1370;1374;1596;1822;1849;1977;2249;2655;2731;2849;2974	-999	-999	-999	-999	1823313.42	49.39	29.1	39.25	-96.06	-113.54	-104.8	0	8.1	0	0.05	35.98	108.78	523.53	901.88
Rodentia	Sciuridae	Cynomys	mexicanus	Cynomys mexicanus	3	899.98	-999	341.09	34.75	-999	-999	-999	2	-999	30.41	2	-999	-999	-999	4.18	1	-999	-999	-999	-999	-999	-999	-999	8	1	1	46.35	-999	-999	566;899;1297;1978;2297;2655	-999	-999	-999	-999	586.55	25.2	24.38	24.79	-100.09	-101.29	-100.69	7	32.29	7	0.11	21.84	159.19	537.52	1017.82
Rodentia	Sciuridae	Cynomys	parvidens	Cynomys parvidens	3	899.98	-999	288.47	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	4.89	1	-999	-999	-999	3824.99	-999	371.23	-999	10	1	1	-999	-999	-999	1297;1374;2298;2655	-999	-999	-999	-999	24425.78	39.42	37.55	38.49	-110.74	-113.75	-112.24	0	1.61	0	0.11	22.76	61.49	327.96	1000.42
Chiroptera	Pteropodidae	Cynopterus	brachyotis	Cynopterus brachyotis	-999	33.87	64.21	-999	-999	-999	47.49	37.4	3	-999	117.06	1	-999	-999	-999	0.99	2	96	6.2	-999	-999	-999	251.71	-999	-999	2	1	48.99	-999	-999	81;196;212;360;408;1297;1309;1314;1343;1388;1439;1621;1658;1705;1822;1948;2017;2143;2151;2295;2655;2719;2885;2910	-999	-999	-999	-999	2220429.06	27.65	-4.18	11.73	126.6	74.37	100.48	0	190.51	4	0.12	195.98	244.45	1328.22	1611.42
Chiroptera	Pteropodidae	Cynopterus	horsfieldii	Cynopterus horsfieldii	-999	56.01	73.52	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	196;360;1621;1658;2143;2151;2295;2655;2719	-999	-999	-999	-999	1048657.06	14.54	-8.78	2.88	117.74	95.18	106.46	1	192.4	4	0.12	239.19	246.32	1647.57	1739.99
Chiroptera	Pteropodidae	Cynopterus	luzoniensis	Cynopterus luzoniensis	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	170486.35	1.75	-5.7	-1.97	125.24	118.75	121.99	17	96.75	17	0.08	229.41	215.47	1812.6	1909.15
Chiroptera	Pteropodidae	Cynopterus	minutus	Cynopterus minutus	-999	26.45	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1,388	-999	-999	-999	-999	1467026.28	7.03	-8.78	-0.87	125.24	95.18	110.21	1	138.87	4	0.14	241.44	243.51	1673.7	1739.15
Chiroptera	Pteropodidae	Cynopterus	nusatenggara	Cynopterus nusatenggara	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	2,151	-999	-999	-999	-999	51558.74	-7.55	-10.32	-8.93	126.84	114.43	120.63	19	143.51	19	0.06	241.32	239.33	-999	-999
Chiroptera	Pteropodidae	Cynopterus	sphinx	Cynopterus sphinx	-999	44.71	71	98.99	0	319.37	-999	-999	2	-999	120	1	-999	-999	-999	1.5	2	-999	11	-999	-999	4	312.99	1	-999	2	1	32.49	25	-999	81;196;211;735;818;1297;1343;1386;1388;1528;1658;1677;1678;1680;1705;1982;2017;2143;2151;2367;2542;2543;2655;2699;3023	-999	-999	-999	-999	5648557.98	33.2	-5.94	13.63	119.33	67.57	93.45	1	242.36	10	0.09	138.22	233.8	1018.32	1479.68
Chiroptera	Pteropodidae	Cynopterus	titthaecheilus	Cynopterus titthaecheilus	-999	58.33	76.94	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	1	2	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1621;1658;2151;2622;2655	-999	-999	-999	-999	592527.99	5.65	-10.37	-2.35	127.3	95.18	111.24	20	274.42	32	0.11	216.37	250.45	1645.26	1752.83
Carnivora	Phocidae	Cystophora	cristata	Cystophora cristata	-999	278896.81	-999	2323.06	0	1387	62991	282840.91	6	-999	334.58	2	-999	-999	365	1	-999	420	21992.7	-999	0.004822132	-999	1262.74	-999	-999	1	2	9.5	43097.09	-999	367;543;1297;1763;2151;2655	-999	1.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Chiroptera	Emballonuridae	Cyttarops	alecto	Cyttarops alecto	1	5.3	47	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	196;889;1658;2151;2655	-999	-999	-999	-999	581976.9	12.55	-5.22	3.66	-47.41	-84.42	-65.92	0	4.07	0	0.1	157.02	251.18	1420.81	1663.41
Rodentia	Muridae	Dacnomys	millardi	Dacnomys millardi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	263125.32	29	20.98	24.99	104.06	94.78	99.42	1	59.28	1	0.09	146.11	126.89	1065.36	1246.1
Rodentia	Echimyidae	Dactylomys	boliviensis	Dactylomys boliviensis	-999	728.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,655	-999	-999	-999	-999	642946.43	-9.26	-17.37	-13.31	-63.58	-74.36	-68.97	0	6.92	0	0.16	158.91	212.79	1310.83	1518.63
Rodentia	Echimyidae	Dactylomys	dactylinus	Dactylomys dactylinus	1	649.98	-999	285.02	-999	-999	-999	-999	2	-999	-999	1	0.001669342	0.001855271	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	2	2	-999	-999	-999	902;905;2151;2655	-999	-999	-999	-999	2786239.5	4.06	-17.47	-6.7	-53.95	-78.9	-66.42	0	3.47	0	0.12	182.74	250.16	1458.05	1557.92
Rodentia	Echimyidae	Dactylomys	peruanus	Dactylomys peruanus	-999	382	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,655	-999	-999	-999	-999	74745.24	-11.53	-14.05	-12.79	-70.35	-74.13	-72.24	1	12.74	1	0.1	190.99	172.09	1092.86	1416.54
Diprotodontia	Petauridae	Dactylopsila	megalura	Dactylopsila megalura	1	-999	-999	223.08	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	2	-999	-999	-999	975;977;1760;1848;2152	314.67	-999	-999	-999	11955.72	-3.57	-5.53	-4.55	142.02	135.67	138.84	1	3.91	1	0.13	213.61	181.48	1758.43	1841.48
Diprotodontia	Petauridae	Dactylopsila	palpator	Dactylopsila palpator	1	369.87	-999	234.89	-999	-999	-999	-999	7	-999	-999	2	-999	-999	-999	1.02	-999	-999	-999	-999	-999	-999	-999	2.75	2	2	2	-999	-999	-999	661;955;975;977;1760;1848;1991;2152;2655	-999	-999	-999	-999	210628.5	-1.04	-10.19	-5.61	149.74	133.73	141.73	1	10.28	2	0.13	265.73	199.03	1688.88	1715.81
Diprotodontia	Petauridae	Dactylopsila	tatei	Dactylopsila tatei	1	252	-999	-999	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	2	-999	-999	-999	1760;1848;2152;2655	-999	-999	-999	-999	231.26	-9.34	-9.5	-9.42	150.62	150.44	150.53	12	12	12	0.09	267	254	-999	-999
Diprotodontia	Petauridae	Dactylopsila	trivirgata	Dactylopsila trivirgata	1	413.41	-999	254.55	-999	-999	-999	-999	7	-999	-999	1	0.09	0.08	365	1.54	-999	115	-999	-999	4	-999	-999	-999	2	2	2	-999	-999	-999	543;661;955;975;977;1239;1297;1466;1760;1848;1934;1991;2152;2398;2643;2644;2655	-999	1.1	-999	-999	583261.22	-0.007690179	-19	-9.5	150.87	130.2	140.54	0	6.24	0	0.12	222.21	230.31	1457.27	1701.82
Artiodactyla	Cervidae	Dama	dama	Dama dama	2	57224.61	-999	-999	-999	1095	-999	-999	2	319.37	230	1	0.71	0.61	365	1	-999	300	4698.44	621.14	21.99	-999	543.28	10.5	-999	1	1	177.63	16720.38	-999	511;543;589;653;936;1297;1573;1594;1763;2525;2655;2986;3010	-999	1.1	-999	-999	3081759.24	60.52	36.01	48.26	34.67	-10.47	12.09	1	128.41	15	0.01	58.52	79.91	475.08	576.21
Artiodactyla	Bovidae	Damaliscus	korrigum	Damaliscus korrigum	-999	127194.87	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	150.96	-999	-999	3.29	-999	1094.37	-999	2	-999	-999	-999	-999	-999	869;1525;2620;2693	-999	-999	-999	-999	3278531.91	15.28	-10.09	2.59	45.33	-0.003893153	22.66	0	31.15	1	0.11	71.46	249.81	824.26	1631.55
Artiodactyla	Bovidae	Damaliscus	lunatus	Damaliscus lunatus	2	136000.33	-999	1700	-999	912.5	-999	-999	1	-999	238	1	-999	-999	-999	0.98	-999	216	11000	-999	2.74	-999	665.3	3.6	2	1	1	-999	-999	-999	730;869;917;1297;1525;1848;2629;2655;2693;2986	-999	-999	-999	-999	1266510.5	-6.24	-26.69	-16.46	32.16	17.54	24.85	0	11.74	1	0.18	79.47	215.81	806.64	1417.25
Artiodactyla	Bovidae	Damaliscus	pygargus	Damaliscus pygargus	-999	77784.55	-999	-999	-999	1003.75	-999	-999	-999	-999	240.54	-999	-999	-999	365	1.41	-999	260.04	6873.81	-999	24.56	-999	620.76	-999	2	-999	-999	121.66	21189.56	-999	543;730;869;1297;1525;1763;1848;2655;2693	-999	1.1	-999	-999	370656.19	-24.59	-34.41	-29.5	30.66	19.82	25.24	2	39.93	3	0.1	49.54	156.83	674.58	1180.21
Artiodactyla	Bovidae	Damaliscus	superstes	Damaliscus superstes	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Dasyuromorphia	Dasyuridae	Dasycercus	cristicauda	Dasycercus cristicauda	2	99.54	-999	175	-999	-999	46.62	91	2	-999	38.99	2	-999	-999	365	6.5	1	84	-999	-999	-999	1	364.12	-999	-999	1	3	105.85	20.97	-999	511;543;955;1015;1297;1412;1760;1822;2655	-999	-999	-999	-999	913420.52	-18.34	-31.7	-25.02	139.93	114.47	127.2	0	0.00901238764282365	0	0	20.59	226.16	303.31	1346.21
Dasyuromorphia	Dasyuridae	Dasykaluta	rosamondae	Dasykaluta rosamondae	2	32.17	-999	-999	-999	-999	-999	-999	-999	-999	49.69	1	-999	-999	365	6.64	1	36	-999	-999	-999	-999	324.38	-999	-999	1	-999	113	3.84	-999	543;955;1297;1760;2484;2655	-999	-999	-999	-999	374318.6	-19.95	-25.21	-22.58	123.93	113.65	118.79	0	0.12	0	0	22.02	237.61	308.34	1478.93
Rodentia	Muridae	Dasymys	alleni	Dasymys alleni	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Muridae	Dasymys	cabrali	Dasymys cabrali	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Muridae	Dasymys	foxi	Dasymys foxi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	20749.75	10.29	8.86	9.58	9.79	8.28	9.03	36	90.42	36	0.11	110.41	254.22	880.07	1586.19
Rodentia	Muridae	Dasymys	incomtus	Dasymys incomtus	-999	127.75	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.67	-999	-999	-999	-999	1718.4	-999	72.41	-999	-999	-999	-999	30	30	-999	456;730;1297;2361;2655	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Cingulata	Dasypodidae	Dasypus	septemcinctus	Dasypus septemcinctus	-999	1526.64	-999	-999	-999	-999	-999	-999	3	-999	120	2	-999	-999	-999	5.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	2	-999	-999	-999	890;1297;2655	-999	-999	-999	-999	5434573.16	-0.08	-30.06	-15.07	-39.33	-65.34	-52.33	0	26.96	0	0.1	127.94	231.1	1156.54	1436.34
Cingulata	Dasypodidae	Dasypus	yepesi	Dasypus yepesi	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	2	-999	-999	-999	679;890	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
